N,P,K,temperature,humidity,ph,rainfall,soil_type,season,irrigation,crop_duration_days,label
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,alluvial,Rabi,rainfed,97,chickpea
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,loamy,Rabi,semi-irrigated,91,chickpea
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,alluvial,Rabi,semi-irrigated,94,chickpea
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,loamy,Rabi,semi-irrigated,98,chickpea
27,79,82,17.06579293,17.54024066,6.307004922999999,70.87150577,loamy,Rabi,semi-irrigated,113,chickpea
32,71,85,20.62767492,14.44008871,6.4039823160000005,92.06630306,loamy,Rabi,rainfed,103,chickpea
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,alluvial,Rabi,semi-irrigated,107,chickpea
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,loamy,Rabi,rainfed,103,chickpea
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,black,Rabi,rainfed,113,chickpea
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,loamy,Rabi,rainfed,90,chickpea
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,alluvial,Rabi,semi-irrigated,96,chickpea
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,alluvial,Rabi,rainfed,119,chickpea
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,alluvial,Rabi,rainfed,95,chickpea
45,61,78,19.48649305,16.06240074,6.489389282,81.52842690000001,alluvial,Rabi,semi-irrigated,115,chickpea
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,alluvial,Rabi,semi-irrigated,118,chickpea
30,75,81,19.41789736,16.80472243,6.4084378860000015,68.4951189,loamy,Rabi,semi-irrigated,109,chickpea
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,loamy,Rabi,semi-irrigated,90,chickpea
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,alluvial,Rabi,semi-irrigated,96,chickpea
22,60,85,18.8392908,14.74071856,7.811997977000001,94.78189594,loamy,Rabi,rainfed,105,chickpea
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,alluvial,Rabi,semi-irrigated,120,chickpea
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,black,Rabi,semi-irrigated,116,chickpea
39,76,76,19.96837462,15.57324389,8.135900726000001,69.15759062,black,Rabi,semi-irrigated,99,chickpea
35,63,76,17.81564548,17.60756635,7.714153037999999,90.82097601,alluvial,Rabi,rainfed,103,chickpea
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,loamy,Rabi,semi-irrigated,91,chickpea
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,alluvial,Rabi,semi-irrigated,101,chickpea
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,black,Rabi,semi-irrigated,108,chickpea
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,alluvial,Rabi,rainfed,111,chickpea
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,loamy,Rabi,semi-irrigated,116,chickpea
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,alluvial,Rabi,rainfed,103,chickpea
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,alluvial,Kharif,irrigated,81,kidneybeans
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,red,Kharif,rainfed,87,kidneybeans
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,alluvial,Kharif,irrigated,93,kidneybeans
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,alluvial,Kharif,rainfed,94,kidneybeans
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,red,Kharif,irrigated,99,kidneybeans
26,65,22,17.84806561,18.77621951,5.9499490810000015,143.09841709999995,alluvial,Kharif,rainfed,93,kidneybeans
17,57,21,19.88394011,20.31564139,5.789214288999999,60.91974792,red,Kharif,rainfed,98,kidneybeans
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,loamy,Kharif,irrigated,100,kidneybeans
17,59,17,18.416700100000003,23.42829938,5.689858133,132.9801054,alluvial,Kharif,irrigated,84,kidneybeans
27,59,22,21.81167649,23.20591245,5.794158503999999,130.0608093,red,Kharif,rainfed,82,kidneybeans
28,58,24,19.72702528,18.28173015,5.748190462999999,143.7630894,red,Kharif,rainfed,85,kidneybeans
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,loamy,Kharif,rainfed,87,kidneybeans
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,loamy,Kharif,rainfed,90,kidneybeans
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,alluvial,Kharif,irrigated,85,kidneybeans
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,loamy,Kharif,rainfed,96,kidneybeans
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,alluvial,Kharif,rainfed,86,kidneybeans
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,alluvial,Kharif,rainfed,95,kidneybeans
27,80,15,19.07096165,21.21092266,5.7883869510000014,86.21917578,alluvial,Kharif,rainfed,98,kidneybeans
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,loamy,Kharif,irrigated,83,kidneybeans
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,loamy,Kharif,irrigated,84,kidneybeans
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,loamy,Kharif,irrigated,94,kidneybeans
19,65,25,18.09551014,18.29318436,5.6250964460000015,144.7902323,red,Kharif,rainfed,98,kidneybeans
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,red,Kharif,irrigated,86,kidneybeans
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,alluvial,Kharif,rainfed,92,kidneybeans
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,loamy,Kharif,irrigated,95,kidneybeans
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,loamy,Kharif,rainfed,90,kidneybeans
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,alluvial,Kharif,rainfed,85,kidneybeans
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,alluvial,Kharif,irrigated,94,kidneybeans
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,loamy,Kharif,rainfed,80,kidneybeans
16,75,21,18.50692825,23.61670065,5.679224346,87.05132890000002,alluvial,Kharif,irrigated,97,kidneybeans
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,loamy,Kharif,irrigated,87,kidneybeans
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,alluvial,Kharif,rainfed,87,kidneybeans
40,73,20,21.59343016,20.31871249,5.811314232000001,61.13872036,loamy,Kharif,rainfed,85,kidneybeans
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,red,Kharif,irrigated,91,kidneybeans
1,62,23,15.43546065,18.37477907,5.607808432000001,139.0302034,alluvial,Kharif,irrigated,87,kidneybeans
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,red,Kharif,rainfed,98,kidneybeans
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,alluvial,Kharif,rainfed,85,kidneybeans
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,alluvial,Kharif,irrigated,97,kidneybeans
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,loamy,Kharif,rainfed,91,kidneybeans
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,loamy,Kharif,rainfed,97,kidneybeans
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,red,Kharif,rainfed,94,kidneybeans
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,red,Kharif,rainfed,96,kidneybeans
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,loamy,Kharif,irrigated,85,kidneybeans
32,57,18,15.53834801,23.75560241,5.695422862999999,107.3850593,alluvial,Kharif,rainfed,88,kidneybeans
27,56,22,19.91853092,20.70099804,5.833010957999999,108.6434544,alluvial,Kharif,irrigated,95,kidneybeans
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,loamy,Kharif,irrigated,85,kidneybeans
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,loamy,Kharif,irrigated,85,kidneybeans
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,loamy,Kharif,irrigated,86,kidneybeans
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,alluvial,Kharif,irrigated,99,kidneybeans
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,loamy,Kharif,irrigated,84,kidneybeans
11,72,20,19.52226241,24.92607153,5.9511774520000005,113.334026,loamy,Kharif,irrigated,96,kidneybeans
3,67,24,17.00067625,19.90790546,5.520880013999999,103.2926407,loamy,Kharif,rainfed,99,kidneybeans
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,alluvial,Kharif,irrigated,92,kidneybeans
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,loamy,Kharif,irrigated,86,kidneybeans
23,62,19,16.51783455,20.4555596,5.609435127999999,98.77794225,red,Kharif,rainfed,87,kidneybeans
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,loamy,Kharif,irrigated,85,kidneybeans
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,alluvial,Kharif,irrigated,100,kidneybeans
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,alluvial,Kharif,rainfed,86,kidneybeans
12,63,17,18.358923,19.37703396,5.717143397,138.414764,loamy,Kharif,irrigated,91,kidneybeans
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,loamy,Kharif,irrigated,98,kidneybeans
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,red,Kharif,rainfed,94,kidneybeans
24,67,22,20.120043,22.89845607,5.618844277000001,104.6252153,red,Kharif,irrigated,84,kidneybeans
11,71,24,21.14011423,22.7182355,5.6066203460000015,141.6056722,red,Kharif,rainfed,96,kidneybeans
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,loamy,Kharif,rainfed,85,kidneybeans
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,alluvial,Kharif,irrigated,94,kidneybeans
34,66,17,18.81097271,21.27833035,5.889614577000001,125.084915,alluvial,Kharif,rainfed,80,kidneybeans
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,loamy,Kharif,rainfed,87,kidneybeans
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,alluvial,Kharif,rainfed,98,kidneybeans
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,loamy,Kharif,rainfed,87,kidneybeans
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,alluvial,Kharif,irrigated,100,kidneybeans
37,56,25,22.05592283,19.60379304,5.774755143999999,126.7265372,alluvial,Kharif,rainfed,96,kidneybeans
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,loamy,Kharif,rainfed,97,kidneybeans
11,61,21,18.62328774,23.02410338,5.532100554,135.33780330000002,loamy,Kharif,rainfed,82,kidneybeans
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,alluvial,Kharif,irrigated,82,kidneybeans
12,61,19,19.33162606,24.13995025,5.655726817000001,68.51253427,loamy,Kharif,irrigated,85,kidneybeans
5,74,21,16.24469193,21.35793891,5.591704013999999,66.97053257,red,Kharif,irrigated,96,kidneybeans
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,loamy,Kharif,rainfed,98,kidneybeans
31,75,18,15.46789263,21.43780702,5.824208308999999,88.88796102,loamy,Kharif,rainfed,99,kidneybeans
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,loamy,Kharif,rainfed,83,kidneybeans
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,alluvial,Kharif,irrigated,99,kidneybeans
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,alluvial,Kharif,rainfed,97,kidneybeans
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,loamy,Kharif,irrigated,80,kidneybeans
0,55,22,22.98666928,20.57940608,5.916779289,143.85849380000005,alluvial,Kharif,irrigated,95,kidneybeans
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,alluvial,Kharif,irrigated,100,kidneybeans
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,alluvial,Kharif,rainfed,87,kidneybeans
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,alluvial,Kharif,rainfed,98,kidneybeans
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,alluvial,Kharif,rainfed,88,kidneybeans
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,red,Kharif,rainfed,100,kidneybeans
14,67,22,23.82576704,24.75485098,5.624690247999999,84.64143632,red,Kharif,rainfed,97,kidneybeans
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,loamy,Kharif,irrigated,83,kidneybeans
20,73,22,16.03768615,22.33195853,5.976312537999999,130.3900798,red,Kharif,rainfed,92,kidneybeans
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,loamy,Kharif,rainfed,91,kidneybeans
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,red,Kharif,irrigated,84,kidneybeans
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,loamy,Kharif,irrigated,83,kidneybeans
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,red,Kharif,irrigated,84,kidneybeans
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,loamy,Kharif,irrigated,94,kidneybeans
30,63,16,23.60506572,21.90539577,5.5259045260000015,100.5978728,alluvial,Kharif,irrigated,80,kidneybeans
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,alluvial,Kharif,irrigated,87,kidneybeans
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,loamy,Kharif,irrigated,90,kidneybeans
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,alluvial,Kharif,irrigated,80,kidneybeans
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,loamy,Kharif,semi-irrigated,207,pigeonpeas
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,alluvial,Kharif,rainfed,187,pigeonpeas
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,black,Kharif,semi-irrigated,197,pigeonpeas
27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,black,Kharif,semi-irrigated,162,pigeonpeas
10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,loamy,Kharif,rainfed,196,pigeonpeas
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,red,Kharif,semi-irrigated,195,pigeonpeas
40,70,20,31.80130272,45.03186173,5.623490042999999,147.03614419999997,loamy,Kharif,semi-irrigated,200,pigeonpeas
38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,alluvial,Kharif,rainfed,191,pigeonpeas
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,loamy,Kharif,semi-irrigated,169,pigeonpeas
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,red,Kharif,semi-irrigated,187,pigeonpeas
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,red,Kharif,rainfed,204,pigeonpeas
16,56,17,33.80020039,40.03262418,7.445444882999999,176.6165894,black,Kharif,rainfed,186,pigeonpeas
31,72,17,28.69180475,49.47225353,5.833031707999999,96.36222901,alluvial,Kharif,semi-irrigated,178,pigeonpeas
16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,loamy,Kharif,rainfed,169,pigeonpeas
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,black,Kharif,semi-irrigated,152,pigeonpeas
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,alluvial,Kharif,rainfed,192,pigeonpeas
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,red,Kharif,semi-irrigated,196,pigeonpeas
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,loamy,Kharif,rainfed,189,pigeonpeas
26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,black,Kharif,rainfed,162,pigeonpeas
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,red,Kharif,rainfed,151,pigeonpeas
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,red,Kharif,rainfed,195,pigeonpeas
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,loamy,Kharif,semi-irrigated,162,pigeonpeas
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,red,Kharif,semi-irrigated,166,pigeonpeas
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,red,Kharif,rainfed,196,pigeonpeas
16,71,24,18.33124824,38.40975482,4.946369874,139.64833169999997,loamy,Kharif,rainfed,208,pigeonpeas
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,alluvial,Kharif,semi-irrigated,164,pigeonpeas
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,loamy,Kharif,semi-irrigated,194,pigeonpeas
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,red,Kharif,semi-irrigated,197,pigeonpeas
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,loamy,Kharif,semi-irrigated,194,pigeonpeas
1,76,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,black,Kharif,rainfed,165,pigeonpeas
6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,red,Kharif,rainfed,180,pigeonpeas
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,red,Kharif,semi-irrigated,151,pigeonpeas
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,loamy,Kharif,rainfed,164,pigeonpeas
27,71,23,23.45379018,46.48714759,7.10959773,150.87122019999995,black,Kharif,rainfed,178,pigeonpeas
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,red,Kharif,rainfed,174,pigeonpeas
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,loamy,Kharif,semi-irrigated,177,pigeonpeas
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,alluvial,Kharif,semi-irrigated,177,pigeonpeas
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,red,Kharif,semi-irrigated,185,pigeonpeas
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,alluvial,Kharif,semi-irrigated,157,pigeonpeas
39,60,15,35.09357419,30.98685456,5.004074623999999,116.9106908,alluvial,Kharif,rainfed,199,pigeonpeas
6,66,15,34.93174223,30.40046769,6.3458060110000005,159.2649827,black,Kharif,semi-irrigated,192,pigeonpeas
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,alluvial,Kharif,rainfed,166,pigeonpeas
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,black,Kharif,semi-irrigated,188,pigeonpeas
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,black,Kharif,semi-irrigated,160,pigeonpeas
16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,black,Kharif,semi-irrigated,179,pigeonpeas
23,75,25,31.07508973,47.19847683,7.077170002000001,91.31256412,alluvial,Kharif,semi-irrigated,164,pigeonpeas
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,black,Kharif,semi-irrigated,168,pigeonpeas
28,59,22,30.90607799,52.79913039,7.05181629,170.99198280000005,black,Kharif,semi-irrigated,180,pigeonpeas
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,black,Kharif,rainfed,191,pigeonpeas
36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,black,Kharif,rainfed,200,pigeonpeas
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,black,Kharif,semi-irrigated,188,pigeonpeas
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,loamy,Kharif,semi-irrigated,196,pigeonpeas
17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,red,Kharif,semi-irrigated,206,pigeonpeas
5,55,18,33.50876355,45.70976142,7.322097972000001,126.6738117,alluvial,Kharif,semi-irrigated,194,pigeonpeas
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,alluvial,Kharif,semi-irrigated,190,pigeonpeas
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,black,Kharif,rainfed,164,pigeonpeas
13,73,20,30.50420876,35.48885969,5.391560417999999,162.59277230000004,red,Kharif,semi-irrigated,194,pigeonpeas
6,63,23,26.01630259,49.94704718,5.906596905,160.33374469999995,black,Kharif,rainfed,172,pigeonpeas
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,alluvial,Kharif,semi-irrigated,150,pigeonpeas
25,64,20,33.15122581,32.45974539,4.807776748999999,105.03802749999998,red,Kharif,semi-irrigated,203,pigeonpeas
34,75,24,23.50222822,51.29019509,4.760038038999999,192.3023991,alluvial,Kharif,rainfed,180,pigeonpeas
20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,loamy,Kharif,rainfed,169,pigeonpeas
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,red,Kharif,rainfed,176,pigeonpeas
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,black,Kharif,rainfed,189,pigeonpeas
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,alluvial,Kharif,semi-irrigated,158,pigeonpeas
7,77,18,20.5591255,60.54880693,6.655918077999999,191.0895109,red,Kharif,semi-irrigated,176,pigeonpeas
29,78,25,19.95991719,59.33157782,5.982854522999999,195.787103,black,Kharif,rainfed,170,pigeonpeas
30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,loamy,Kharif,rainfed,206,pigeonpeas
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,black,Kharif,rainfed,163,pigeonpeas
19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,loamy,Kharif,semi-irrigated,207,pigeonpeas
3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633,black,Kharif,rainfed,177,pigeonpeas
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,alluvial,Kharif,rainfed,160,pigeonpeas
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,black,Kharif,rainfed,163,pigeonpeas
